Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Lab Dup,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0317B0017,3/14/2017 11:10,Dissolved Ammonia,7664-41-7,,0.04,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0317B0017,3/14/2017 11:10,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0317B0017,3/14/2017 11:10,Dissolved Nitrate + Nitrite,NO3+NO2,,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0317B0017,3/14/2017 11:10,Total Phosphorus,7723-14-0,,0.24,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0317B0017,3/14/2017 11:10,Total Kjeldahl Nitrogen,TKN,,1.1,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0317B0017,3/14/2017 11:10,Dissolved ortho-Phosphate,14265-44-2,,0.08,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0417B0030,4/18/2017 11:20,Dissolved Ammonia,7664-41-7,,0.14,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0417B0030,4/18/2017 11:20,Dissolved Nitrate,14797-55-8,,0.3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0417B0030,4/18/2017 11:20,Dissolved Nitrate + Nitrite,NO3+NO2,,0.07,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0417B0030,4/18/2017 11:20,Total Phosphorus,7723-14-0,,0.26,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0417B0030,4/18/2017 11:20,Total Kjeldahl Nitrogen,TKN,,1.1,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0417B0030,4/18/2017 11:20,Dissolved ortho-Phosphate,14265-44-2,,0.16,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0517B0046,5/16/2017 11:30,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0517B0046,5/16/2017 11:30,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0517B0046,5/16/2017 11:30,Dissolved Nitrate + Nitrite,NO3+NO2,,0.02,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0517B0046,5/16/2017 11:30,Total Phosphorus,7723-14-0,,0.28,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0517B0046,5/16/2017 11:30,Total Kjeldahl Nitrogen,TKN,,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0517B0046,5/16/2017 11:30,Dissolved ortho-Phosphate,14265-44-2,,0.27,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0617B0056,6/20/2017 10:30,Dissolved Ammonia,7664-41-7,,0.04,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0617B0056,6/20/2017 10:30,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0617B0056,6/20/2017 10:30,Dissolved Nitrate + Nitrite,NO3+NO2,,0.05,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0617B0056,6/20/2017 10:30,Total Phosphorus,7723-14-0,,0.37,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0617B0056,6/20/2017 10:30,Total Kjeldahl Nitrogen,TKN,,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0617B0056,6/20/2017 10:30,Dissolved ortho-Phosphate,14265-44-2,,0.32,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0717B0067,7/18/2017 11:15,Dissolved Ammonia,7664-41-7,,0.05,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0717B0067,7/18/2017 11:15,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0717B0067,7/18/2017 11:15,Dissolved Nitrate + Nitrite,NO3+NO2,,0.06,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0717B0067,7/18/2017 11:15,Total Phosphorus,7723-14-0,Y,0.39,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0717B0067,7/18/2017 11:15,Total Phosphorus,7723-14-0,,0.37,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0717B0067,7/18/2017 11:15,Total Kjeldahl Nitrogen,TKN,Y,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0717B0067,7/18/2017 11:15,Total Kjeldahl Nitrogen,TKN,,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0717B0067,7/18/2017 11:15,Dissolved ortho-Phosphate,14265-44-2,,0.34,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0817B0074,8/15/2017 11:20,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0817B0074,8/15/2017 11:20,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0817B0074,8/15/2017 11:20,Dissolved Nitrate + Nitrite,NO3+NO2,,0.04,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0817B0074,8/15/2017 11:20,Total Phosphorus,7723-14-0,,0.2,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0817B0074,8/15/2017 11:20,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0817B0074,8/15/2017 11:20,Dissolved ortho-Phosphate,14265-44-2,,0.2,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0917B0106,9/20/2017 11:15,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0917B0106,9/20/2017 11:15,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0917B0106,9/20/2017 11:15,Dissolved Nitrate + Nitrite,NO3+NO2,,0.06,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0917B0106,9/20/2017 11:15,Total Phosphorus,7723-14-0,,0.18,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0917B0106,9/20/2017 11:15,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0917B0106,9/20/2017 11:15,Dissolved ortho-Phosphate,14265-44-2,,0.17,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Dissolved Ammonia,7664-41-7,Y,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Dissolved Nitrate + Nitrite,NO3+NO2,Y,0.06,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Dissolved Nitrate + Nitrite,NO3+NO2,,0.06,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Total Phosphorus,7723-14-0,,0.11,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Dissolved ortho-Phosphate,14265-44-2,Y,0.11,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1017B0115,10/17/2017 11:25,Dissolved ortho-Phosphate,14265-44-2,,0.11,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1117B0122,11/14/2017 12:20,Dissolved Ammonia,7664-41-7,,0.03,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1117B0122,11/14/2017 12:20,Dissolved Nitrate,14797-55-8,,0.9,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1117B0122,11/14/2017 12:20,Dissolved Nitrate + Nitrite,NO3+NO2,,0.2,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1117B0122,11/14/2017 12:20,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1117B0122,11/14/2017 12:20,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1117B0122,11/14/2017 12:20,Dissolved ortho-Phosphate,14265-44-2,,0.08,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1217B0129,12/19/2017 11:55,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1217B0129,12/19/2017 11:55,Dissolved Nitrate,14797-55-8,,2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1217B0129,12/19/2017 11:55,Dissolved Nitrate + Nitrite,NO3+NO2,,0.36,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1217B0129,12/19/2017 11:55,Total Phosphorus,7723-14-0,,0.07,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1217B0129,12/19/2017 11:55,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1217B0129,12/19/2017 11:55,Dissolved ortho-Phosphate,14265-44-2,,0.07,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0118B0004,1/17/2018 12:10,Dissolved Ammonia,7664-41-7,,0.13,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0118B0004,1/17/2018 12:10,Dissolved Nitrate,14797-55-8,,2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0118B0004,1/17/2018 12:10,Dissolved Nitrate + Nitrite,NO3+NO2,,0.42,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0118B0004,1/17/2018 12:10,Total Phosphorus,7723-14-0,,0.58,0.04,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0118B0004,1/17/2018 12:10,Total Kjeldahl Nitrogen,TKN,,0.8,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0118B0004,1/17/2018 12:10,Dissolved ortho-Phosphate,14265-44-2,,0.55,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0218B0015,2/21/2018 12:30,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0218B0015,2/21/2018 12:30,Dissolved Nitrate,14797-55-8,,0.9,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0218B0015,2/21/2018 12:30,Dissolved Nitrate,14797-55-8,Y,0.9,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0218B0015,2/21/2018 12:30,Dissolved Nitrate + Nitrite,NO3+NO2,,0.2,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0218B0015,2/21/2018 12:30,Total Phosphorus,7723-14-0,,0.09,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0218B0015,2/21/2018 12:30,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0218B0015,2/21/2018 12:30,Dissolved ortho-Phosphate,14265-44-2,,0.09,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0318B0029,3/21/2018 10:30,Dissolved Ammonia,7664-41-7,,0.04,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0318B0029,3/21/2018 10:30,Dissolved Nitrate,14797-55-8,,0.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0318B0029,3/21/2018 10:30,Dissolved Nitrate + Nitrite,NO3+NO2,,0.11,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0318B0029,3/21/2018 10:30,Total Phosphorus,7723-14-0,,0.13,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0318B0029,3/21/2018 10:30,Total Kjeldahl Nitrogen,TKN,,0.6,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0318B0029,3/21/2018 10:30,Dissolved ortho-Phosphate,14265-44-2,,0.07,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0418B0040,4/17/2018 10:55,Dissolved Ammonia,7664-41-7,,0.04,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0418B0040,4/17/2018 10:55,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0418B0040,4/17/2018 10:55,Dissolved Nitrate + Nitrite,NO3+NO2,,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0418B0040,4/17/2018 10:55,Total Phosphorus,7723-14-0,,0.22,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0418B0040,4/17/2018 10:55,Total Kjeldahl Nitrogen,TKN,,1,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0418B0040,4/17/2018 10:55,Dissolved ortho-Phosphate,14265-44-2,,0.11,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0518B0049,5/15/2018 11:15,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0518B0049,5/15/2018 11:15,Dissolved Nitrate,14797-55-8,,0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0518B0049,5/15/2018 11:15,Dissolved Nitrate + Nitrite,NO3+NO2,,0.03,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0518B0049,5/15/2018 11:15,Total Phosphorus,7723-14-0,,0.2,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0518B0049,5/15/2018 11:15,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0518B0049,5/15/2018 11:15,Dissolved ortho-Phosphate,14265-44-2,,0.19,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
