Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Lab Dup,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0413B0110,4/17/2013 8:00,Dissolved Ammonia,7664-41-7,,0.07,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0413B0110,4/17/2013 8:00,Dissolved Ammonia,7664-41-7,Y,0.08,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0413B0110,4/17/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,Y,0.77,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0413B0110,4/17/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.79,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0413B0110,4/17/2013 8:00,Total Phosphorus,7723-14-0,,0.02,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0413B0110,4/17/2013 8:00,Total Kjeldahl Nitrogen,TKN,,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0413B0110,4/17/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,Y,0.02,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0413B0110,4/17/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,,0.02,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0413B0072,4/17/2013 9:25,Dissolved Ammonia,7664-41-7,,0.06,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0413B0072,4/17/2013 9:25,Dissolved Nitrate,14797-55-8,,5.2,0.5,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0413B0072,4/17/2013 9:25,Dissolved Nitrate + Nitrite,NO3+NO2,,1.1,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0413B0072,4/17/2013 9:25,Total Phosphorus,7723-14-0,,0.15,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0413B0072,4/17/2013 9:25,Total Phosphorus,7723-14-0,Y,0.14,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0413B0072,4/17/2013 9:25,Total Kjeldahl Nitrogen,TKN,Y,0.6,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0413B0072,4/17/2013 9:25,Total Kjeldahl Nitrogen,TKN,,0.6,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0413B0072,4/17/2013 9:25,Dissolved ortho-Phosphate,14265-44-2,,0.11,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,CR0513B0346,5/8/2013 9:20,Dissolved Nitrate,14797-55-8,,2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0513B0130,5/13/2013 8:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0513B0130,5/13/2013 8:00,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0513B0130,5/13/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.05,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0513B0130,5/13/2013 8:00,Total Phosphorus,7723-14-0,,0.02,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0513B0130,5/13/2013 8:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0513B0130,5/13/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0513B0131,5/14/2013 8:00,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0513B0131,5/14/2013 8:00,Dissolved Nitrate,14797-55-8,,2.7,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0513B0131,5/14/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.55,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0513B0131,5/14/2013 8:00,Total Phosphorus,7723-14-0,,0.02,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0513B0131,5/14/2013 8:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0513B0131,5/14/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,,0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0513B0096,5/14/2013 9:25,Dissolved Ammonia,7664-41-7,Y,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0513B0096,5/14/2013 9:25,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0513B0096,5/14/2013 9:25,Dissolved Nitrate,14797-55-8,,2.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0513B0096,5/14/2013 9:25,Dissolved Nitrate + Nitrite,NO3+NO2,,0.4,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0513B0096,5/14/2013 9:25,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0513B0096,5/14/2013 9:25,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0513B0096,5/14/2013 9:25,Dissolved ortho-Phosphate,14265-44-2,,0.04,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SLA0513B0090,5/14/2013 10:30,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SLA0513B0090,5/14/2013 10:30,Dissolved Nitrate,14797-55-8,,1.9,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SLA0513B0090,5/14/2013 10:30,Dissolved Nitrate + Nitrite,NO3+NO2,,0.38,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SLA0513B0090,5/14/2013 10:30,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SLA0513B0090,5/14/2013 10:30,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SLA0513B0090,5/14/2013 10:30,Dissolved ortho-Phosphate,14265-44-2,,0.06,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0513B0091,5/14/2013 11:05,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0513B0091,5/14/2013 11:05,Dissolved Nitrate,14797-55-8,,2.8,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0513B0091,5/14/2013 11:05,Dissolved Nitrate + Nitrite,NO3+NO2,,0.6,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0513B0091,5/14/2013 11:05,Total Phosphorus,7723-14-0,,0.1,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0513B0091,5/14/2013 11:05,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0513B0091,5/14/2013 11:05,Dissolved ortho-Phosphate,14265-44-2,,0.07,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SLA0513B0097,5/14/2013 12:40,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SLA0513B0097,5/14/2013 12:40,Dissolved Nitrate,14797-55-8,,3.8,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SLA0513B0097,5/14/2013 12:40,Dissolved Nitrate + Nitrite,NO3+NO2,,0.78,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SLA0513B0097,5/14/2013 12:40,Total Phosphorus,7723-14-0,,0.12,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SLA0513B0097,5/14/2013 12:40,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SLA0513B0097,5/14/2013 12:40,Dissolved ortho-Phosphate,14265-44-2,,0.08,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,DA0513B0105,5/14/2013 14:15,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,DA0513B0105,5/14/2013 14:15,Dissolved Nitrate,14797-55-8,,2.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,DA0513B0105,5/14/2013 14:15,Dissolved Nitrate + Nitrite,NO3+NO2,,0.43,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,DA0513B0105,5/14/2013 14:15,Total Phosphorus,7723-14-0,,0.12,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,DA0513B0105,5/14/2013 14:15,Total Phosphorus,7723-14-0,Y,0.12,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,DA0513B0105,5/14/2013 14:15,Total Kjeldahl Nitrogen,TKN,Y,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,DA0513B0105,5/14/2013 14:15,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,DA0513B0105,5/14/2013 14:15,Dissolved ortho-Phosphate,14265-44-2,,0.07,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,SA0513B0132,5/15/2013 8:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,SA0513B0132,5/15/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.25,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,SA0513B0132,5/15/2013 8:00,Total Phosphorus,7723-14-0,,0.05,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,SA0513B0132,5/15/2013 8:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,SA0513B0132,5/15/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,,0.02,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0513B0104,5/15/2013 8:55,Dissolved Ammonia,7664-41-7,,0.06,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0513B0104,5/15/2013 8:55,Dissolved Nitrate,14797-55-8,,2.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0513B0104,5/15/2013 8:55,Dissolved Nitrate + Nitrite,NO3+NO2,,0.38,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0513B0104,5/15/2013 8:55,Total Phosphorus,7723-14-0,,0.11,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0513B0104,5/15/2013 8:55,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,DA0513B0104,5/15/2013 8:55,Dissolved ortho-Phosphate,14265-44-2,,0.08,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,CR0513B0358,5/22/2013 9:10,Dissolved Nitrate,14797-55-8,,1.9,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,CR0513B0358,5/22/2013 9:10,Dissolved Nitrate,14797-55-8,Y,1.9,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C0613B0087,6/6/2013 9:00,Dissolved Nitrate,14797-55-8,Y,2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C0613B0087,6/6/2013 9:00,Dissolved Nitrate,14797-55-8,,2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0613B0145,6/17/2013 8:00,Dissolved Ammonia,7664-41-7,,0.05,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0613B0144,6/17/2013 8:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0613B0144,6/17/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.02,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0613B0145,6/17/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,Y,0.31,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0613B0145,6/17/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.31,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0613B0145,6/17/2013 8:00,Total Phosphorus,7723-14-0,,0.03,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0613B0144,6/17/2013 8:00,Total Phosphorus,7723-14-0,,<0.01,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0613B0144,6/17/2013 8:00,Total Kjeldahl Nitrogen,TKN,,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0613B0145,6/17/2013 8:00,Total Kjeldahl Nitrogen,TKN,,0.6,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,SA0613B0144,6/17/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0613B0145,6/17/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,,0.02,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,SA0613B0145,6/17/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,Y,0.02,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0613B0108,6/18/2013 8:00,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0613B0108,6/18/2013 8:00,Dissolved Nitrate,14797-55-8,,1.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0613B0108,6/18/2013 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.35,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0613B0108,6/18/2013 8:00,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0613B0108,6/18/2013 8:00,Total Kjeldahl Nitrogen,TKN,,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SLA0613B0108,6/18/2013 8:00,Dissolved ortho-Phosphate,14265-44-2,,0.06,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0613B0103,6/18/2013 9:45,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0613B0103,6/18/2013 9:45,Dissolved Nitrate,14797-55-8,,1.7,0.5,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0613B0103,6/18/2013 9:45,Dissolved Nitrate + Nitrite,NO3+NO2,,0.4,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0613B0103,6/18/2013 9:45,Total Phosphorus,7723-14-0,,0.07,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SLA0613B0103,6/18/2013 9:45,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
